CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
15002,116,4,1641.76,2,3,3,233,At Risk
14573,180,9,1639.82,1,4,3,143,At Risk
13627,60,5,1638.47,2,4,3,243,At Risk
15024,10,10,1636.43,4,4,3,443,Loyal Customer
12398,46,1,1635.66,3,2,3,323,Potential Loyalist
15122,115,3,1633.78,2,3,3,233,At Risk
14164,71,2,1631.77,2,2,3,223,Potential Loyalist
12377,316,2,1628.12,1,3,3,133,At Risk
14759,5,3,1625.97,4,3,3,433,Loyal Customer
13425,109,3,1624.21,2,3,3,233,At Risk
16515,53,5,1624.14,2,4,3,243,At Risk
15172,9,5,1624.05,4,4,3,443,Loyal Customer
14937,57,3,1621.88,2,3,3,233,At Risk
17101,11,4,1621.73,4,3,3,433,Loyal Customer
18161,16,5,1618.69,4,4,3,443,Loyal Customer
16987,4,7,1616.80,4,4,3,443,Loyal Customer
14336,17,4,1614.91,4,3,3,433,Loyal Customer
16992,11,5,1614.31,4,4,3,443,Loyal Customer
15791,44,2,1612.69,3,2,3,323,Potential Loyalist
14312,47,6,1611.59,3,4,3,343,Loyal Customer
14918,116,2,1610.15,2,2,3,223,Potential Loyalist
12868,186,6,1607.06,1,4,3,143,At Risk
16817,3,9,1604.75,4,4,3,443,Loyal Customer
12947,144,6,1603.99,1,4,3,143,At Risk
15660,26,9,1600.86,3,4,3,343,Loyal Customer
14178,9,7,1600.26,4,4,3,443,Loyal Customer
16496,9,3,1599.52,4,3,3,433,Loyal Customer
16466,34,7,1595.96,3,4,3,343,Loyal Customer
13850,130,1,1595.48,2,1,3,213,Potential Loyalist
17673,2,6,1594.97,4,4,3,443,Loyal Customer
16801,164,4,1594.23,1,3,3,133,At Risk
16676,34,4,1592.12,3,3,3,333,Loyal Customer
14970,69,4,1592.06,2,3,3,233,At Risk
15611,10,13,1591.45,4,4,3,443,Loyal Customer
18178,129,4,1590.81,2,3,3,233,At Risk
14442,205,2,1589.82,1,3,3,133,At Risk
13614,25,4,1585.46,3,3,3,333,Loyal Customer
16332,29,7,1582.80,3,4,3,343,Loyal Customer
12393,73,4,1582.60,2,3,3,233,At Risk
14719,2,5,1581.84,4,4,3,443,Loyal Customer
14587,19,9,1580.29,3,4,3,343,Loyal Customer
12607,61,1,1579.51,2,1,3,213,Potential Loyalist
13814,93,2,1579.12,2,2,3,223,Potential Loyalist
16889,195,3,1578.67,1,3,3,133,At Risk
13186,40,3,1575.89,3,3,3,333,Loyal Customer
17671,16,4,1572.71,4,3,3,433,Loyal Customer
16283,6,5,1570.81,4,4,3,443,Loyal Customer
12865,27,2,1568.23,3,2,3,323,Potential Loyalist
15906,20,7,1567.69,3,4,3,343,Loyal Customer
15111,30,3,1567.48,3,3,3,333,Loyal Customer
15532,26,4,1564.73,3,3,3,333,Loyal Customer
17204,176,4,1564.56,1,3,3,133,At Risk
13659,206,2,1563.00,1,3,3,133,At Risk
17085,124,5,1562.40,2,3,3,233,At Risk
18239,219,5,1561.61,1,3,3,133,At Risk
14038,79,3,1560.38,2,3,3,233,At Risk
16394,57,5,1555.34,2,4,3,243,At Risk
13313,23,5,1555.32,3,4,3,343,Loyal Customer
15620,57,3,1553.18,2,3,3,233,At Risk
15117,15,5,1551.78,4,4,3,443,Loyal Customer
13634,34,5,1547.36,3,4,3,343,Loyal Customer
14229,52,3,1547.20,2,3,3,233,At Risk
16790,4,6,1545.62,4,4,3,443,Loyal Customer
16369,19,3,1545.41,3,3,3,333,Loyal Customer
13397,73,5,1544.13,2,4,3,243,At Risk
12818,262,1,1542.08,1,1,3,113,Lost Customer
17837,43,8,1541.23,3,4,3,343,Loyal Customer
16365,18,9,1540.42,4,4,3,443,Loyal Customer
17159,22,3,1538.88,3,3,3,333,Loyal Customer
13849,52,2,1537.95,2,2,3,223,Potential Loyalist
12877,4,12,1535.77,4,4,3,443,Loyal Customer
15392,5,4,1535.53,4,3,3,433,Loyal Customer
15625,104,4,1534.26,2,3,3,233,At Risk
13320,79,4,1532.20,2,3,3,233,At Risk
13107,45,4,1531.62,3,3,3,333,Loyal Customer
12759,53,3,1531.44,2,3,3,233,At Risk
14321,11,5,1530.75,4,4,3,443,Loyal Customer
14567,57,2,1530.36,2,2,3,223,Potential Loyalist
15701,3,4,1529.00,4,3,3,433,Loyal Customer
16244,212,2,1522.75,1,3,3,133,At Risk
16066,17,5,1521.04,4,4,3,443,Loyal Customer
13213,57,5,1520.58,2,4,3,243,At Risk
13764,71,3,1519.42,2,3,3,233,At Risk
14267,163,3,1516.24,1,3,3,133,At Risk
13791,128,2,1516.00,2,2,3,223,Potential Loyalist
16748,18,5,1515.90,4,4,3,443,Loyal Customer
16053,33,2,1511.95,3,2,3,323,Potential Loyalist
16434,30,7,1511.80,3,4,3,343,Loyal Customer
16910,5,8,1508.96,4,4,3,443,Loyal Customer
15265,152,2,1506.12,1,2,3,123,Potential Loyalist
12937,16,4,1504.27,4,3,3,433,Loyal Customer
15916,17,8,1502.86,4,4,3,443,Loyal Customer
16279,22,3,1502.78,3,3,3,333,Loyal Customer
13810,29,3,1499.01,3,3,3,333,Loyal Customer
15530,22,4,1497.31,3,3,3,333,Loyal Customer
14414,92,7,1496.98,2,4,3,243,At Risk
14704,12,9,1493.96,4,4,3,443,Loyal Customer
17002,86,3,1493.73,2,3,3,233,At Risk
16880,31,7,1491.43,3,4,3,343,Loyal Customer
15057,276,2,1489.50,1,3,3,133,At Risk
13110,32,7,1488.67,3,4,3,343,Loyal Customer
13692,25,3,1488.32,3,3,3,333,Loyal Customer
17553,130,1,1487.60,2,1,3,213,Potential Loyalist
14758,145,4,1484.06,1,3,3,133,At Risk
16395,61,5,1482.06,2,4,3,243,At Risk
18016,33,5,1477.66,3,4,3,343,Loyal Customer
14878,13,9,1476.09,4,4,3,443,Loyal Customer
14403,131,4,1475.81,2,3,3,233,At Risk
16755,115,3,1475.43,2,3,3,233,At Risk
12826,3,7,1474.72,4,4,3,443,Loyal Customer
14246,111,3,1474.06,2,3,3,233,At Risk
14963,10,5,1472.34,4,4,3,443,Loyal Customer
15128,61,4,1471.00,2,3,3,233,At Risk
17590,3,3,1468.02,4,3,3,433,Loyal Customer
16016,4,8,1465.51,4,4,3,443,Loyal Customer
14875,108,2,1465.32,2,2,3,223,Potential Loyalist
15983,23,4,1465.12,3,3,3,333,Loyal Customer
12882,10,2,1463.04,4,2,3,423,New Customer
14233,50,4,1462.72,3,3,3,333,Loyal Customer
17063,22,7,1461.14,3,4,3,343,Loyal Customer
16996,31,6,1456.96,3,4,3,343,Loyal Customer
13309,8,5,1456.79,4,4,3,443,Loyal Customer
13477,38,6,1454.58,3,4,3,343,Loyal Customer
14541,59,8,1453.35,2,4,3,243,At Risk
16059,66,6,1453.16,2,4,3,243,At Risk
14404,34,6,1449.32,3,4,3,343,Loyal Customer
14740,198,3,1448.21,1,3,3,133,At Risk
17073,18,4,1446.09,4,3,3,433,Loyal Customer
13717,33,6,1445.01,3,4,3,343,Loyal Customer
13461,39,3,1445.00,3,3,3,333,Loyal Customer
17175,45,4,1443.69,3,3,3,333,Loyal Customer
14071,4,8,1437.57,4,4,3,443,Loyal Customer
15987,13,7,1432.77,4,4,3,443,Loyal Customer
14566,111,1,1432.00,2,1,3,213,Potential Loyalist
16503,107,4,1431.93,2,3,3,233,At Risk
13475,192,4,1431.78,1,3,3,133,At Risk
15427,34,3,1430.54,3,3,3,333,Loyal Customer
16103,8,6,1429.64,4,4,3,443,Loyal Customer
13159,9,4,1429.35,4,3,3,433,Loyal Customer
14035,29,5,1428.02,3,4,3,343,Loyal Customer
15858,16,5,1427.57,4,4,3,443,Loyal Customer
15681,26,5,1426.16,3,4,3,343,Loyal Customer
17571,51,4,1425.67,3,3,3,333,Loyal Customer
15106,18,5,1422.52,4,4,3,443,Loyal Customer
16463,22,4,1422.40,3,3,3,333,Loyal Customer
16571,27,3,1421.69,3,3,3,333,Loyal Customer
14019,47,3,1421.61,3,3,3,333,Loyal Customer
14901,12,9,1421.29,4,4,3,443,Loyal Customer
14443,54,4,1420.20,2,3,3,233,At Risk
16173,16,6,1418.32,4,4,3,443,Loyal Customer
17856,2,4,1418.03,4,3,3,433,Loyal Customer
17288,10,7,1417.63,4,4,3,443,Loyal Customer
14748,30,5,1415.75,3,4,3,343,Loyal Customer
16348,33,7,1415.65,3,4,3,343,Loyal Customer
16012,36,3,1415.29,3,3,3,333,Loyal Customer
16245,24,3,1413.66,3,3,3,333,Loyal Customer
15237,2,4,1412.32,4,3,3,433,Loyal Customer
15444,10,2,1411.21,4,2,3,423,New Customer
15596,101,5,1406.59,2,3,3,233,At Risk
17083,110,3,1405.78,2,3,3,233,At Risk
16271,3,5,1404.64,4,4,3,443,Loyal Customer
15426,20,5,1404.07,3,4,3,343,Loyal Customer
18116,68,8,1403.11,2,4,3,243,At Risk
14649,5,4,1402.59,4,3,3,433,Loyal Customer
15563,23,4,1400.44,3,3,3,333,Loyal Customer
14741,12,6,1400.34,4,4,3,443,Loyal Customer
15478,41,2,1399.92,3,2,3,323,Potential Loyalist
18202,200,3,1396.99,1,3,3,133,At Risk
13995,16,5,1393.69,4,4,3,443,Loyal Customer
17354,51,1,1393.06,3,2,3,323,Potential Loyalist
15810,79,4,1391.98,2,3,3,233,At Risk
13414,134,3,1390.50,2,3,3,233,At Risk
13516,22,3,1389.41,3,3,3,333,Loyal Customer
16539,3,4,1388.81,4,3,3,433,Loyal Customer
15134,15,8,1387.99,4,4,3,443,Loyal Customer
12952,6,4,1387.79,4,3,3,433,Loyal Customer
12775,18,5,1386.04,3,4,3,343,Loyal Customer
13308,23,3,1385.51,3,3,3,333,Loyal Customer
18167,24,3,1384.86,3,3,3,333,Loyal Customer
17311,79,2,1384.85,2,2,3,223,Potential Loyalist
13572,206,1,1384.25,1,1,3,113,Lost Customer
15898,2,5,1383.83,4,4,3,443,Loyal Customer
15051,24,3,1383.36,3,3,3,333,Loyal Customer
14116,20,5,1382.74,3,4,3,343,Loyal Customer
16389,54,4,1382.07,2,3,3,233,At Risk
17621,22,3,1379.90,3,3,3,333,Loyal Customer
12886,68,2,1378.40,2,2,3,223,Potential Loyalist
15569,104,5,1375.71,2,3,3,233,At Risk
14434,22,6,1372.80,3,4,3,343,Loyal Customer
15453,2,7,1371.77,4,4,3,443,Loyal Customer
17676,5,6,1371.18,4,4,3,443,Loyal Customer
15095,104,4,1370.60,2,3,3,233,At Risk
14507,24,6,1367.88,3,4,3,343,Loyal Customer
13813,40,4,1366.86,3,3,3,333,Loyal Customer
14897,8,4,1366.38,4,3,3,433,Loyal Customer
13396,30,2,1360.99,3,2,3,323,Potential Loyalist
16726,27,5,1358.74,3,4,3,343,Loyal Customer
17054,29,5,1356.33,3,4,3,343,Loyal Customer
14859,13,4,1353.74,4,3,3,433,Loyal Customer
15116,18,4,1352.75,4,3,3,433,Loyal Customer
16079,17,3,1352.00,4,3,3,433,Loyal Customer
16493,80,4,1351.63,2,3,3,233,At Risk
12770,211,1,1351.45,1,1,3,113,Lost Customer
15411,27,4,1348.93,3,3,3,333,Loyal Customer
16669,24,3,1348.88,3,3,3,333,Loyal Customer
12646,5,2,1346.97,4,2,3,423,New Customer
14154,240,2,1345.62,1,3,3,133,At Risk
15398,17,2,1345.53,4,2,3,423,New Customer
12463,54,4,1344.78,2,3,3,233,At Risk
16317,120,3,1341.65,2,3,3,233,At Risk
13743,3,7,1341.60,4,4,3,443,Loyal Customer
18177,32,6,1340.87,3,4,3,343,Loyal Customer
16045,120,4,1340.70,2,3,3,233,At Risk
13501,289,1,1340.32,1,1,3,113,Lost Customer
15734,115,2,1339.45,2,2,3,223,Potential Loyalist
12620,15,3,1339.41,4,3,3,433,Loyal Customer
15059,41,9,1337.72,3,4,3,343,Loyal Customer
17372,41,8,1337.18,3,4,3,343,Loyal Customer
12919,9,6,1335.19,4,4,3,443,Loyal Customer
14064,30,5,1334.34,3,4,3,343,Loyal Customer
15680,10,3,1333.68,4,3,3,433,Loyal Customer
17932,30,3,1331.57,3,3,3,333,Loyal Customer
12676,25,6,1331.39,3,4,3,343,Loyal Customer
16295,10,4,1328.55,4,3,3,433,Loyal Customer
13232,13,7,1328.35,4,4,3,443,Loyal Customer
15146,165,2,1327.16,1,2,3,123,Potential Loyalist
17633,32,4,1324.84,3,3,3,333,Loyal Customer
17095,23,3,1324.16,3,3,3,333,Loyal Customer
16110,46,3,1320.95,3,3,3,333,Loyal Customer
14591,16,4,1320.21,4,3,3,433,Loyal Customer
14794,3,7,1319.91,4,4,3,443,Loyal Customer
16083,101,2,1317.62,2,2,3,223,Potential Loyalist
12526,1,3,1316.66,4,3,3,433,Loyal Customer
12854,79,3,1316.25,2,3,3,233,At Risk
14921,31,2,1316.07,3,2,3,323,Potential Loyalist
12576,36,5,1315.83,3,4,3,343,Loyal Customer
14511,12,5,1314.81,4,4,3,443,Loyal Customer
14973,108,3,1314.45,2,3,3,233,At Risk
14738,43,7,1314.45,3,4,3,343,Loyal Customer
16040,66,3,1313.55,2,3,3,233,At Risk
12364,8,4,1313.10,4,3,3,433,Loyal Customer
17004,47,2,1312.14,3,2,3,323,Potential Loyalist
12516,78,2,1312.06,2,2,3,223,Potential Loyalist
14477,20,4,1309.60,3,3,3,333,Loyal Customer
16120,60,4,1309.14,2,3,3,233,At Risk
14047,9,5,1308.61,4,4,3,443,Loyal Customer
13328,317,1,1308.48,1,1,3,113,Lost Customer
14297,18,4,1305.33,4,3,3,433,Loyal Customer
12507,135,3,1304.81,2,3,3,233,At Risk
17919,89,1,1304.04,2,1,3,213,Potential Loyalist
15813,208,2,1303.91,1,3,3,133,At Risk
16370,83,4,1301.91,2,3,3,233,At Risk
15108,142,4,1300.25,2,3,3,233,At Risk
13168,37,4,1299.59,3,3,3,333,Loyal Customer
12488,10,3,1298.66,4,3,3,433,Loyal Customer
16464,20,3,1298.66,3,3,3,333,Loyal Customer
12372,72,3,1298.04,2,3,3,233,At Risk
15602,9,9,1297.87,4,4,3,443,Loyal Customer
17961,22,39,1296.44,3,4,3,343,Loyal Customer
16929,4,7,1295.39,4,4,3,443,Loyal Customer
16224,58,4,1295.30,2,3,3,233,At Risk
15621,5,4,1293.03,4,3,3,433,Loyal Customer
16744,12,7,1291.91,4,4,3,443,Loyal Customer
16101,71,1,1290.70,2,1,3,213,Potential Loyalist
14856,37,3,1290.53,3,3,3,333,Loyal Customer
15171,332,1,1289.50,1,1,3,113,Lost Customer
15136,3,4,1286.70,4,3,3,433,Loyal Customer
16949,4,6,1286.27,4,4,3,443,Loyal Customer
17802,83,3,1285.04,2,3,3,233,At Risk
17350,9,4,1281.32,4,3,3,433,Loyal Customer
13538,44,7,1280.85,3,4,3,343,Loyal Customer
15494,22,2,1280.58,3,2,3,323,Potential Loyalist
16951,135,3,1277.75,2,3,3,233,At Risk
16692,257,2,1276.00,1,3,3,133,At Risk
12394,64,2,1272.48,2,2,3,223,Potential Loyalist
13878,55,1,1271.57,2,2,3,223,Potential Loyalist
16899,8,6,1271.06,4,4,3,443,Loyal Customer
12630,10,2,1270.88,4,2,3,423,New Customer
13492,137,3,1269.84,2,3,3,233,At Risk
14898,24,6,1269.31,3,4,3,343,Loyal Customer
13431,68,2,1269.10,2,2,3,223,Potential Loyalist
14916,71,4,1268.98,2,3,3,233,At Risk
15199,60,4,1268.70,2,3,3,233,At Risk
16660,17,4,1267.65,4,3,3,433,Loyal Customer
17037,88,1,1267.32,2,1,3,213,Potential Loyalist
17158,33,3,1266.97,3,3,3,333,Loyal Customer
14105,240,1,1266.23,1,1,3,113,Lost Customer
13989,66,2,1266.08,2,2,3,223,Potential Loyalist
16842,101,3,1264.19,2,3,3,233,At Risk
15497,18,2,1262.20,4,2,3,423,New Customer
16688,2,4,1260.86,4,3,3,433,Loyal Customer
17388,78,4,1259.56,2,3,3,233,At Risk
15009,13,3,1259.43,4,3,3,433,Loyal Customer
14669,242,3,1259.24,1,3,3,133,At Risk
17019,12,4,1258.08,4,3,3,433,Loyal Customer
17412,3,7,1258.06,4,4,3,443,Loyal Customer
13151,296,1,1257.87,1,1,3,113,Lost Customer
14931,5,5,1257.68,4,4,3,443,Loyal Customer
16639,32,3,1257.51,3,3,3,333,Loyal Customer
17481,4,4,1255.59,4,3,3,433,Loyal Customer
13848,93,3,1255.00,2,3,3,233,At Risk
17262,53,5,1253.36,2,4,3,243,At Risk
14383,39,3,1247.69,3,3,3,333,Loyal Customer
12689,26,2,1247.61,3,2,3,323,Potential Loyalist
13029,31,3,1247.50,3,3,3,333,Loyal Customer
12494,16,7,1246.10,4,4,3,443,Loyal Customer
13860,2,5,1245.90,4,4,3,443,Loyal Customer
16531,23,7,1244.59,3,4,3,343,Loyal Customer
17584,8,2,1242.30,4,2,3,423,New Customer
17588,101,3,1240.20,2,3,3,233,At Risk
17731,80,4,1240.11,2,3,3,233,At Risk
12985,1,2,1239.38,4,2,3,423,New Customer
13476,179,2,1238.47,1,3,3,133,At Risk
14893,10,2,1237.85,4,2,3,423,New Customer
13931,96,2,1237.53,2,2,3,223,Potential Loyalist
15201,88,5,1236.54,2,3,3,233,At Risk
18080,19,2,1231.50,3,2,3,323,Potential Loyalist
18171,59,5,1231.31,2,4,3,243,At Risk
15910,1,8,1228.88,4,4,3,443,Loyal Customer
14913,36,4,1227.43,3,3,3,333,Loyal Customer
12997,23,4,1226.89,3,3,3,333,Loyal Customer
12412,75,3,1226.88,2,3,3,233,At Risk
14428,8,5,1224.06,4,4,3,443,Loyal Customer
15841,73,4,1224.06,2,3,3,233,At Risk
15376,41,3,1221.56,3,3,3,333,Loyal Customer
15004,148,1,1220.77,1,1,3,113,Lost Customer
14745,113,5,1220.26,2,3,3,233,At Risk
15227,37,5,1219.40,3,4,3,343,Loyal Customer
13208,59,6,1217.65,2,4,3,243,At Risk
14698,2,5,1217.27,4,4,3,443,Loyal Customer
13491,52,10,1215.82,2,4,3,243,At Risk
17410,17,5,1214.72,4,4,3,443,Loyal Customer
13055,79,3,1214.41,2,3,3,233,At Risk
17774,97,4,1213.73,2,3,3,233,At Risk
18263,26,3,1213.16,3,3,3,333,Loyal Customer
13918,50,2,1212.84,3,2,3,323,Potential Loyalist
16653,17,2,1212.66,4,2,3,423,New Customer
12464,11,8,1212.05,4,4,3,443,Loyal Customer
17653,37,4,1207.56,3,3,3,333,Loyal Customer
16762,20,3,1207.24,3,3,3,333,Loyal Customer
14684,26,5,1201.51,3,4,3,343,Loyal Customer
13158,95,4,1201.06,2,3,3,233,At Risk
17320,101,3,1200.62,2,3,3,233,At Risk
15605,37,5,1198.23,3,4,3,343,Loyal Customer
13118,20,5,1197.81,3,4,3,343,Loyal Customer
16794,2,10,1196.50,4,4,3,443,Loyal Customer
17720,27,4,1195.94,3,3,3,333,Loyal Customer
17526,5,4,1195.90,4,3,3,433,Loyal Customer
15145,5,4,1194.73,4,3,3,433,Loyal Customer
12611,53,1,1193.32,2,2,3,223,Potential Loyalist
13882,3,5,1191.13,4,4,3,443,Loyal Customer
12462,19,2,1189.59,3,2,3,323,Potential Loyalist
15737,15,8,1188.12,4,4,3,443,Loyal Customer
16612,33,4,1187.66,3,3,3,333,Loyal Customer
17800,38,9,1187.21,3,4,3,343,Loyal Customer
15630,46,2,1186.35,3,2,3,323,Potential Loyalist
17058,82,3,1179.89,2,3,3,233,At Risk
16950,57,3,1178.56,2,3,3,233,At Risk
16042,23,5,1177.47,3,4,3,343,Loyal Customer
13752,125,6,1175.38,2,4,3,243,At Risk
12885,64,3,1175.22,2,3,3,233,At Risk
12640,24,3,1174.58,3,3,3,333,Loyal Customer
15306,65,3,1174.35,2,3,3,233,At Risk
14857,60,2,1173.12,2,2,3,223,Potential Loyalist
12358,2,2,1168.06,4,2,3,423,New Customer
13500,24,3,1166.77,3,3,3,333,Loyal Customer
14487,27,6,1165.48,3,4,3,343,Loyal Customer
14737,4,3,1164.55,4,3,3,433,Loyal Customer
14261,51,2,1163.45,3,2,3,323,Potential Loyalist
14447,19,5,1163.23,3,4,3,343,Loyal Customer
16800,12,1,1162.65,4,2,3,423,New Customer
12546,47,2,1161.50,3,2,3,323,Potential Loyalist
15088,22,2,1160.07,3,2,3,323,Potential Loyalist
18168,177,6,1160.04,1,4,3,143,At Risk
13499,18,5,1159.11,3,4,3,343,Loyal Customer
16184,65,6,1158.79,2,4,3,243,At Risk
17867,31,6,1157.87,3,4,3,343,Loyal Customer
17348,15,5,1156.60,4,4,3,443,Loyal Customer
16637,33,4,1154.47,3,3,3,333,Loyal Customer
13611,90,3,1154.40,2,3,3,233,At Risk
16062,10,4,1153.62,4,3,3,433,Loyal Customer
12710,97,3,1149.02,2,3,3,233,At Risk
17505,162,2,1145.84,1,2,3,123,Potential Loyalist
16766,274,2,1145.60,1,3,3,133,At Risk
12769,239,1,1143.60,1,1,3,113,Lost Customer
17770,199,5,1143.27,1,3,3,133,At Risk
15985,124,2,1142.42,2,2,3,223,Potential Loyalist
16270,354,1,1141.24,1,1,3,113,Lost Customer
13330,93,3,1140.93,2,3,3,233,At Risk
13819,302,3,1140.35,1,3,3,133,At Risk
16172,96,5,1140.21,2,3,3,233,At Risk
17135,17,7,1139.73,4,4,3,443,Loyal Customer
17500,18,3,1138.00,4,3,3,433,Loyal Customer
17302,15,5,1135.63,4,4,3,443,Loyal Customer
17242,109,2,1135.04,2,2,3,223,Potential Loyalist
15489,23,3,1134.28,3,3,3,333,Loyal Customer
16989,8,6,1133.25,4,4,3,443,Loyal Customer
13282,19,3,1132.14,3,3,3,333,Loyal Customer
13310,29,3,1132.03,3,3,3,333,Loyal Customer
18125,30,4,1131.75,3,3,3,333,Loyal Customer
15500,9,4,1131.56,4,3,3,433,Loyal Customer
13447,24,3,1129.14,3,3,3,333,Loyal Customer
16714,219,3,1129.06,1,3,3,133,At Risk
14824,11,4,1127.71,4,3,3,433,Loyal Customer
12609,79,3,1126.85,2,3,3,233,At Risk
14708,3,3,1126.37,4,3,3,433,Loyal Customer
17470,45,5,1125.07,3,4,3,343,Loyal Customer
14129,2,5,1123.86,4,4,3,443,Loyal Customer
13772,34,3,1122.63,3,3,3,333,Loyal Customer
13486,79,3,1122.41,2,3,3,233,At Risk
17562,15,7,1122.38,4,4,3,443,Loyal Customer
14723,11,6,1122.36,4,4,3,443,Loyal Customer
16807,143,3,1121.59,1,3,3,133,At Risk
16086,60,5,1121.39,2,4,3,243,At Risk
15730,66,3,1120.88,2,3,3,233,At Risk
14276,99,3,1119.74,2,3,3,233,At Risk
12842,71,2,1118.99,2,2,3,223,Potential Loyalist
17894,72,8,1118.96,2,4,3,243,At Risk
17788,74,2,1117.90,2,2,3,223,Potential Loyalist
13591,65,3,1117.13,2,3,3,233,At Risk
17585,110,4,1116.68,2,3,3,233,At Risk
16350,22,4,1116.47,3,3,3,333,Loyal Customer
12679,59,4,1113.02,2,3,3,233,At Risk
14817,201,2,1110.34,1,3,3,133,At Risk
15069,180,1,1109.53,1,1,3,113,Lost Customer
12399,120,4,1108.65,2,3,3,233,At Risk
15933,22,3,1107.46,3,3,3,333,Loyal Customer
16833,2,4,1106.53,4,3,3,433,Loyal Customer
12857,211,2,1106.40,1,3,3,133,At Risk
14102,6,5,1105.88,4,4,3,443,Loyal Customer
17609,41,5,1105.78,3,4,3,343,Loyal Customer
13064,13,4,1105.59,4,3,3,433,Loyal Customer
14948,24,6,1101.97,3,4,3,343,Loyal Customer
15716,146,4,1101.11,1,3,3,133,At Risk
17047,86,3,1100.90,2,3,3,233,At Risk
14410,93,9,1100.27,2,4,3,243,At Risk
14744,17,7,1099.98,4,4,3,443,Loyal Customer
15978,78,1,1098.78,2,1,3,213,Potential Loyalist
13104,4,6,1098.48,4,4,3,443,Loyal Customer
17966,38,5,1098.43,3,4,3,343,Loyal Customer
14971,36,3,1097.98,3,3,3,333,Loyal Customer
14161,216,3,1097.62,1,3,3,133,At Risk
16225,45,5,1096.32,3,4,3,343,Loyal Customer
13211,11,3,1095.42,4,3,3,433,Loyal Customer
13652,46,3,1095.08,3,3,3,333,Loyal Customer
15745,20,4,1094.59,3,3,3,333,Loyal Customer
15608,29,4,1093.68,3,3,3,333,Loyal Customer
18189,78,2,1090.24,2,2,3,223,Potential Loyalist
13853,58,1,1090.14,2,1,3,213,Potential Loyalist
12534,131,1,1089.18,2,1,3,213,Potential Loyalist
15763,32,2,1086.92,3,2,3,323,Potential Loyalist
16533,20,3,1082.81,3,3,3,333,Loyal Customer
13610,13,7,1082.33,4,4,3,443,Loyal Customer
14561,76,3,1080.76,2,3,3,233,At Risk
13744,96,2,1080.52,2,2,3,223,Potential Loyalist
13726,39,2,1079.66,3,2,3,323,Potential Loyalist
15197,11,3,1079.61,4,3,3,433,Loyal Customer
12354,233,1,1079.40,1,1,3,113,Lost Customer
14352,158,4,1078.96,1,3,3,133,At Risk
16094,12,4,1078.23,4,3,3,433,Loyal Customer
16563,54,1,1077.74,2,2,3,223,Potential Loyalist
13715,282,5,1077.39,1,3,3,133,At Risk
16049,41,3,1074.81,3,3,3,333,Loyal Customer
13131,24,3,1073.30,3,3,3,333,Loyal Customer
15712,10,5,1072.36,4,4,3,443,Loyal Customer
15238,30,3,1071.99,3,3,3,333,Loyal Customer
13467,11,2,1071.91,4,2,3,423,New Customer
13521,2,3,1071.73,4,3,3,433,Loyal Customer
17041,27,3,1071.49,3,3,3,333,Loyal Customer
13635,68,1,1071.03,2,1,3,213,Potential Loyalist
17522,2,5,1070.71,4,4,3,443,Loyal Customer
13761,51,2,1070.65,2,2,3,223,Potential Loyalist
14212,90,1,1070.48,2,1,3,213,Potential Loyalist
16200,5,2,1068.87,4,2,3,423,New Customer
16918,50,6,1068.82,3,4,3,343,Loyal Customer
15436,13,3,1067.75,4,3,3,433,Loyal Customer
15027,31,4,1066.15,3,3,3,333,Loyal Customer
17277,228,2,1065.35,1,3,3,133,At Risk
14488,68,1,1064.28,2,1,3,213,Potential Loyalist
12951,9,6,1064.07,4,4,3,443,Loyal Customer
15801,47,3,1063.95,3,3,3,333,Loyal Customer
12936,18,4,1063.90,3,3,3,333,Loyal Customer
12815,148,2,1063.46,1,2,3,123,Potential Loyalist
14411,311,1,1063.00,1,1,3,113,Lost Customer
16214,171,3,1062.75,1,3,3,133,At Risk
15706,64,4,1060.56,2,3,3,233,At Risk
17727,16,1,1060.25,4,2,3,423,New Customer
18130,16,3,1059.39,4,3,3,433,Loyal Customer
17214,61,6,1059.12,2,4,3,243,At Risk
13455,25,2,1058.34,3,2,3,323,Potential Loyalist
15977,18,2,1054.73,4,2,3,423,New Customer
12716,4,2,1053.49,4,2,3,423,New Customer
14419,11,6,1051.79,4,4,3,443,Loyal Customer
16416,27,3,1051.40,3,3,3,333,Loyal Customer
15329,40,3,1049.70,3,3,3,333,Loyal Customer
14078,102,6,1049.37,2,4,3,243,At Risk
17287,27,7,1049.06,3,4,3,343,Loyal Customer
15839,34,3,1048.49,3,3,3,333,Loyal Customer
16728,47,4,1048.28,3,3,3,333,Loyal Customer
15777,242,4,1047.11,1,3,3,133,At Risk
15407,34,4,1046.74,3,3,3,333,Loyal Customer
16520,187,3,1046.57,1,3,3,133,At Risk
14293,4,4,1046.56,4,3,3,433,Loyal Customer
15464,339,1,1044.65,1,1,3,113,Lost Customer
15192,120,3,1044.32,2,3,3,233,At Risk
14389,66,2,1043.46,2,2,3,223,Potential Loyalist
15073,10,3,1043.41,4,3,3,433,Loyal Customer
12497,82,1,1043.10,2,1,3,213,Potential Loyalist
13719,16,5,1041.68,4,4,3,443,Loyal Customer
18221,23,5,1041.61,3,4,3,343,Loyal Customer
15434,9,5,1041.48,4,4,3,443,Loyal Customer
16320,173,2,1038.46,1,2,3,123,Potential Loyalist
14465,247,3,1038.44,1,3,3,133,At Risk
